Link,Visualizações,Like,Deslikes,Comentário,Like_Comentarios,Qtd_Caracteres,Tipo,Emoji?,Sadness,Joy,Fear,Disgust,Anger,Score,Label
https://www.youtube.com/watch?v=YUeiAhpPMjQ,802,76,2,muito massa essa aula,0,18,Opnião,NÃO,0.0,0.5,0.0,0.0,0.0,0.5,POSITIVE
https://www.youtube.com/watch?v=YUeiAhpPMjQ,802,76,2,Esse eu achei difícil. To revisando mais vezes pra entender.,0,51,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=XinLASYOJE4,4.330,433,2,Pessoal- queria pedir desculpas pela qualidade da imagem da minha câmera. Infelizmente- eu estava com essa limitação- mas não queria deixar de gravar o vídeo dessa série para vocês. Porém- acredito que isso não comprometerá o seu aprendizado- e será corrigido nos próximos vídeos. Obrigado pela compreensão!,6,261,Opnião,SIM,0.205,0.35,0.0,0.0,0.0,0.29,MIXED
https://www.youtube.com/watch?v=XinLASYOJE4,4.330,433,2,A melhor explicação de FOR que encontrei no Youtube! Obrigado!,1,53,Opnião,NÃO,0.0,0.6770833333333334,0.0,0.0,0.0,0.6770833333333334,POSITIVE
https://www.youtube.com/watch?v=XinLASYOJE4,4.330,433,2,Perfeita essa aula- ganhou mais uma inscrita e ainda vou passar o link para os meus alunos darem uma estudada antes da prova... muito bom professor- nota 1000 <3,1,133,Código,NÃO,0.0,0.9734375,0.0,0.0,0.0,0.9734375,POSITIVE
https://www.youtube.com/watch?v=XinLASYOJE4,4.330,433,2,muito bom!,0,9,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=XinLASYOJE4,4.330,433,2,Ótimo vídeo!! Só queria acrescentar que achei muito básico- vc poderia fazer alguns exemplos mais complexos (só sugestão).,1,105,Opnião,NÃO,0.0,0.80625,0.0,0.0,0.0,0.80625,POSITIVE
https://www.youtube.com/watch?v=XinLASYOJE4,4.330,433,2,legal- muito bom.Além de numero menor que  -1- s digitar um float também elimina o lastro no caso do WHILE. (só para constar)Obrigado Walisson- muito boas suas aulas.Parabéns,0,146,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=XinLASYOJE4,4.330,433,2,a repetição for pode ser feita com o parâmetro de entrada decrescendo invés de crescendo?,1,75,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Loiane- mesmo sem te conhecer te amo você  explicou 30.000 vezes melhor que meu professor!!!,38,77,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Oi Loiane adoro suas aulas- se você puder dar umas aulas de Estrutura de dados com Java,18,71,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Parabéns Loiane. Só queria saber aonde você aprendeu tanto para ter tanto conteúdo para nos passar.,0,84,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Que didática maravilhosa. Tenho um péssimo professor de Java- então recorro aqui para aprender de verdade.,0,91,Opnião,NÃO,0.19333333333333333,0.5916666666666667,0.0,0.58,0.7733333333333333,0.41,MIXED
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Assisti várias aulas da utilização de herança com java- esse foi o melhor vídeo. Muito Obrigado professora s2,0,92,Opnião,NÃO,0.0,0.34375,0.0,0.0,0.0,0.34375,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Loiane agradeço de coração a aula- esta sendo mais didática que dentro da sala de aula.,0,72,Opnião,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Suas aulas são ótimas- me ajudam bastante!,5,36,Opnião,NÃO,0.0,0.9375,0.0,0.0,0.0,0.9375,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Suas aulas são ótimas Loiane- te acompanho desde o início do meu curso e se não fosse você eu estaria completamente perdido- obrigadooooooooooo,0,121,Opnião,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Excelente didática. Conheci há pouco tempo o canal- e está me ajudando muito em meus estudos. Parabéns!!,2,88,Opnião,NÃO,0.0,0.9125,0.0,0.0,0.0,0.9125,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Vídeo maravilhoso! Estudo Java e não tive dificuldade para entender nenhum dos conceitos da aula. Parabéns pela didática!,1,104,Opnião,SIM,0.0,0.8569444444444444,0.0,0.0,0.0,0.8569444444444444,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,olá Loiane! Primeiramente quero te agradecer e parabenizar pelo seu maravilhoso trabalho! E queria um exemplo para o protected como poderia ilustrar um que não é possível ver ( quem seria esse todo mundo?Além da classe- pacote e subclasse). Desde já Obrigada!,1,218,Opnião,NÃO,0.41333333333333333,0.4716666666666667,0.0,0.0,0.0,0.53,MIXED
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Suas aulas são muito boas- parabéns por essa iniciativa- por gentileza poderia fazer uma video aula com arquitetura MVC(model- view- control) mostrando como listar- editar ou excluir- adicionar cadastros- agradeceria muito se possivel,0,202,Opnião,NÃO,0.0,0.7583333333333333,0.0,0.0,0.0,0.7583333333333333,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Sensacional- aula linda o/. Finalmente entendi \o/ \o/,4,47,Opnião,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Explicação perfeita. Muito obrigado pelas suas aulas. Tenho acompanhado as de Java e de Estrutura de Dados.,5,91,Opnião,NÃO,0.0,0.60625,0.0,0.0,0.0,0.60625,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,deusa da programação!! sempre me salvando,0,36,Opnião,NÃO,0.0,0.91875,0.0,0.0,0.0,0.91875,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Sinceramente- procurei vários cursos de Java só para entender herança- (Que já conheço em Kotlin) INCRÍVELcomo entrou fácil na mente- muito bem -mas- muito bem explicado- e simples. Gostei e já me inscrevi. Se você não existisse- tinha que ser inventada- Great- muito obrigado !!!,0,236,Opnião,NÃO,0.0,0.65625,0.0,0.0,0.0,0.65625,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Os meus mais sinceros parabéns às aulas !!!! Muito bom conteúdo- a linguagem- etc.,1,69,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Loaine- muito obrigado. Suas aulas são demais!!,0,41,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Obrigado- comprei um de seus livros- ótima didática!,0,45,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Deus te abençoe pelas suas aulas!,1,28,Opnião,NÃO,0.0,0.9375,0.0,0.0,0.0,0.9375,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Parabéns pelo vídeo- sua didática é ótima!,0,36,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Loiane- muito obrigada pelos seus vídeos :),3,37,Opnião,NÃO,0.0,0.25,0.0,0.0,0.0,0.25,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Muito bom- bem objetivo e claro.,0,27,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,essas aulas são muito tops!,3,23,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Parabéns professora pela didática !!!,1,33,Opnião,NÃO,0.0,0.8,0.0,0.0,0.0,0.8,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Olá Loiane gosto muito das suas aulas- sempre muito bem explicadas- agora parece que tem um probleminha no áudio- pois parece que você está com um ventilador ligado e fica saindo um som de vento.,0,161,Opnião,NÃO,0.145,0.45208333333333334,0.0,0.0,0.145,0.21041666666666667,MIXED
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Explicação maravilhosa!!!,0,24,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Você é demais,0,11,Opnião,SIM,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Obrigado Salvou minha vida A melhor Youtube em Programação Java,0,54,Opnião,NÃO,0.0,0.875,0.0,0.0,0.0,0.875,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,excelente explicação!,1,20,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Show Loiane! Parabéns! Sou sua fã e gostaria de saber quando sai sobre Estrutura de Dados e Algoritmos em Java?? Abraço!,2,100,Opnião,NÃO,0.0,0.8604166666666667,0.0,0.0,0.0,0.8604166666666667,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Caramba que aula top!,0,18,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Show. Tava precisando dessa explicação,0,34,Opnião,NÃO,0.21,0.6,0.21,0.0,0.21,0.39,MIXED
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Obrigado pelo vídeo- sua voz é agradável e você explica bem :'),1,52,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,boa explicacao é isso mesmo agradeço muito Loiane sou da Guiné-Bissau,2,59,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Professora fiquei com uma dúvida.. É possível ao invés de herdar a classe e coloca-la como atributo da outra?Exemplo:classe Aluno{private String notas;...private Pessoa pessoa;Realmente fiquei confuso nessa parte.,0,186,Opnião,NÃO,0.175,0.3675,0.0,0.35,0.0,0.0175,MIXED
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Boa noite Loiane!Antes de mais nada- parabéns pela sua iniciativa- adorei os seus cursos!Eu gostaria de saber que ferramenta você utiliza para modelar o diagrama de classes?Eu notei que você utilizou alguns diagramas para representar as classes no contexto desta vídeo-aula e achei interessante!Você poderia me informar?Desde já agradeço!,1,290,Opnião,NÃO,0.0,0.74375,0.0,0.0,0.0,0.74375,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Perfeita <3,0,10,Código,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Muito bom.,1,9,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Muito boa as aulas- porem a qualidade do áudio incomoda bastante. Tente pesquisar no youtube- como retirar chiado e tente gravar com o áudio mais baixo pois- quando fores editar o vídeo é possível aumentar. Tendo um resultado de um som mais claro e sem chiado e sem distorções!,0,229,Opnião,NÃO,0.1425,0.5145833333333333,0.0,0.1425,0.1425,0.4270833333333333,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Vc é ótima.,1,9,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Muito obrigado pelo vídeo,0,22,Opnião,NÃO,0.0,0.25,0.0,0.0,0.0,0.25,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Estou vendo seus vídeos em 2022 e está me ajudando a entender Java- pois a didática da faculdade é péssima.,0,88,Opnião,NÃO,0.25833333333333336,0.145,0.0,0.775,1.0,-0.7916666666666666,MIXED
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Como herança é um dos assuntos mais importantes se herança é considerado uma má pratica?,0,74,Opnião,NÃO,0.0,0.39375,0.0,0.0,0.0,0.39375,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,como colocar uma condição if na herança?,1,34,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Quando sair a nova aula- será enviado por email?,3,40,Opnião,NÃO,0.0,0.35,0.0,0.0,0.0,0.35,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Boa Noite Loiane- antes de mais nada obrigado pelo Otimo curso !!!Nao estou conseguindo entender qual a diferença entre usarPessoa professor = new Professor() ou dizer que Professor extends Pessoa- isso é a mesma coisa ???,1,187,Código,NÃO,0.4,1.0,0.0,0.0,0.0,0.02,MIXED
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Sensacional-,0,12,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,O video é antigo - mas me ajudou bastante,0,33,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Baita Aula.,0,10,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Excelente o vídeo xD,0,17,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Só passando pra agradecer de novo.,0,29,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,muito top,0,8,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Loiane suas aulas são ótimas- muito obrigada por essas aulas.,1,52,Opnião,SIM,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Parabéns,0,8,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,Eu como pai de pet me ofendi no final do video ://// meu cachorro é gente tb,0,60,Opnião,NÃO,0.25,0.15,0.0,0.0,0.5,-0.25,MIXED
https://www.youtube.com/watch?v=MOXLCjL4Ik4,44.642,"2,1 mil",7,te amo,0,5,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,No inicio pensei que o curso poderia não ser mais válido em função de ser um pouco antigo- mas a cada evolução de cada modulo e exercírcios vem surpeendendo. Eu  programo a anos no paradigma da linguagem estruturada- e já havia feitos vários ensaios de pular pro lado do OO- e já havia assistido varias outros vídeos curtos e outros longos- mas até então minha cabeça não havia aberto para assimilar da forma como está sendo com o seu curso. Estou ansioso agora pra terminar este- concluindo todas as etapas que tem sido de grande valia- pra iniciar os seus outros cursos. Parabéns pela didática- conteúdo programático- metodologia- organização. Sensacional- grato pela contribuição de conhecimento que você nos presenteia.,1,604,Opnião,NÃO,0.336,0.42,0.0,0.168,0.0,0.168,MIXED
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Grato pela disponibilidade e interesse da Loiane em repassar seu conhecimento com tanta qualidade.Já me inscrevi até no Insta.,9,108,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Como amo te ouvir- Loiane- e aprender cada vez mais! Revisitando as aulas do Java Básico para revisar conhecimentos para aplicar em vagas! Amoo!,0,121,Opnião,NÃO,0.0,0.9375,0.0,0.0,0.0,0.9375,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Java básico terminado agora rumo ao intermediário- show professora,0,58,Opnião,SIM,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Excelente aula Profª Loiane! Estou em transição de carreira e essa aula abriu muito a minha mente- mas ainda preciso praticar mais pra fixar. Grato!,0,124,Opnião,NÃO,0.0,0.78125,0.0,0.0,0.0,0.78125,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Olha não sou de comentar em videos do youtube- muito raro- mas- tenho que dizer que sua aula foi muito boa- muito obrigado pela iniciativa- me ajudou demais- realmente consegui compreender melhor como funciona o Polimorfismo- está de parabéns pela didática- muito obrigado.,0,231,Opnião,NÃO,0.0,0.8575,0.0,0.0,0.0,0.8575,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Loiane- parabéns pela excelente didática. Pretendo assistir essa playlist novamente para fixar ainda mais todo o conhecimento adquirido. Apenas um adendo- o título do vídeo menciona sobrecarga de método mas o tema abordado é sobrescrita- se eu estiver equivocada- peço perdão.,0,236,Opnião,NÃO,0.15,0.7166666666666667,0.0,0.15,0.15,0.6333333333333333,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Finalmente entendi esse tal de polimorfismo. Obrigada professora.,0,58,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,se eu pudesse curtiria 10000 vezes os seus videos-  esta me ajudando demais e quando eu crescer  quero entender de java igual vc kkk,0,107,Opnião,NÃO,0.0,0.65625,0.0,0.0,0.0,0.65625,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Primeiro queria parabenizá-la pela qualidade das aulas!Qual seria o programa que você usou para desenhar o diagrama de classes?,1,109,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,muito obrigado- tomara que este curso fique disponível por muito tempo.,1,61,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Gostei da explicação Loiane! ótima aula!,0,35,Opnião,SIM,0.0,0.9895833333333334,0.0,0.0,0.0,0.9895833333333334,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,suas aulas são muito boas! parabéns,0,30,Opnião,NÃO,0.0,0.9375,0.0,0.0,0.0,0.9375,POSITIVE
https://www.youtube.com/watch?v=pMPlngyWHLM,44.968,"2,1 mil",11,Olá Loiane!!!Eu já sou um programador com nível médio.Já consigo criar pequenos aplicatvos- quero começar a comercializa-los. Quero aprender as técnicas de bloqueio que são usadas nos anti-viros para mim poder:Bloquear quando a licença expira;Dar acesso quando a licença expira.Resumindo:Quero ganhar apartir da renda destes mesmos  aplicativos.,0,298,Opnião,NÃO,0.0,0.56875,0.0,0.0,0.0,0.56875,POSITIVE
