visualizacoes;like;deslikes;like comentarios;qtd caracteres;codigo;opiniao;emoji ;densidade semantica;dificuldade;tristeza;alegria;medo;aversao;raiva;pontuacao;resultado
22.423;574;13;40.0;228.0;0.0;1.0;0.0;5;4;0.261;0.65;0.0;0.784;0.784;-0.134;0.0
22.423;574;13;40.0;228.0;0.0;1.0;0.0;4;4;0.261;0.65;0.0;0.784;0.784;-0.134;0.0
42.254;2500;14;2.301;135.602;0.097;0.903;0.0;2;2;0.056;0.584;0.027;0.029;0.028;0.528;0.71
42.254;2500;14;2.301;135.602;0.097;0.903;0.0;3;3;0.056;0.584;0.027;0.029;0.028;0.528;0.71
94.485;3200;74;6.972;73.789;0.028;0.972;0.056;2;2;0.058;0.507;0.014;0.035;0.012;0.45;0.606
94.485;3200;74;6.972;73.789;0.028;0.972;0.056;3;2;0.058;0.507;0.014;0.035;0.012;0.45;0.606
24.392;1200;5;1.167;57.667;0.083;0.917;0.0;1;2;0.025;0.516;0.0;0.017;0.0;0.526;0.667
24.392;1200;5;1.167;57.667;0.083;0.917;0.0;3;3;0.025;0.516;0.0;0.017;0.0;0.526;0.667
96.019;4800;15;2.01;113.625;0.087;0.913;0.038;4;3;0.068;0.469;0.038;0.032;0.03;0.393;0.567
96.019;4800;15;2.01;113.625;0.087;0.913;0.038;3;2;0.068;0.469;0.038;0.032;0.03;0.393;0.567
1.668;50;0;1.333;68.667;0.0;1.0;0.0;4;4;0.0;0.379;0.0;0.0;0.0;0.379;1.0
1.668;50;0;1.333;68.667;0.0;1.0;0.0;3;3;0.0;0.379;0.0;0.0;0.0;0.379;1.0
450;10;0;0.333;49.0;0.0;1.0;0.0;3;4;0.0;0.603;0.0;0.0;0.0;0.603;0.667
450;10;0;0.333;49.0;0.0;1.0;0.0;3;2;0.0;0.603;0.0;0.0;0.0;0.603;0.667
