Video;Comment;Densidade semântica: ;Dificuldade:;Densidade semântica:;Dificuldade;Sadness;Joy;Fear;Disgust;Anger;Score;Label;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;Obrigada por disponibilizar esse vídeo  espero que você dê procedimento a playlist de python. =];Muito baixo;Fácil;Baixo;Fácil;0.0;0.4375;0.0;0.0;0.0;0.4375;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;Como colocar contador para parar um resultado string? Tipo: m = &#39masculino&#39f = &#39feminino&#39while sexo != masculino or sexo != feminino:Print  (&#39Inválido. Tente de novo.&#39);Muito baixo;Fácil;Baixo;Fácil;0.0;0.9166666666666666;0.0;0.0;0.0;0.9166666666666666;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;ótima metodologia de ensino!!! ensinou muito bem  entendi tudo  obrigado!! +1 inscrito;Muito baixo;Fácil;Baixo;Fácil;0.0;0.7416666666666667;0.0;0.0;0.0;0.7416666666666667;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;muito bom   sanou minhas dúvidas;Muito baixo;Fácil;Baixo;Fácil;0.0;0.7875;0.0;0.0;0.0;0.7875;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;E com string como ficaria???;Muito baixo;Fácil;Baixo;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;obrigada!;Muito baixo;Fácil;Baixo;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;Cara  eu adorei que você errou algumas vezes  porque são os erros que nós que estamos aprendendo cometemos  de quebra você já ensina também o que pode estar errado quando esses erros são cometidos.;Muito baixo;Fácil;Baixo;Fácil;0.1455;0.515;0.1455;0.0;0.1455;0.2725;MIXED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;Obrigado!;Muito baixo;Fácil;Baixo;Fácil;0.0;0.625;0.0;0.0;0.0;0.625;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;Salvou... tinha travado no while e no for e vc me ajudou muito a destravar.;Muito baixo;Fácil;Baixo;Fácil;0.0;0.65625;0.0;0.0;0.0;0.65625;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=iFYWrDMfVNo;pq a condicao a seguir demonstra falha?x= float(input(digite um numero))while x != float:      print(valor invalido  insira valor valido)       x= float(input(digite um numero));Muito baixo;Fácil;Baixo;Fácil;0.525;0.0;0.0;0.0;0.7875;-0.7875;NEGATIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=YUeiAhpPMjQ;Parabéns Bruno ! Boa Aula !! Muito Obrigado !!!;Muito alto;Difícil;Muito alto;Difícil;0.0;0.9875;0.0;0.0;0.0;0.9875;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=YUeiAhpPMjQ;Esse eu achei difícil. To revisando mais vezes pra entender.;Muito alto;Difícil;Muito alto;Difícil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=YUeiAhpPMjQ;Além de legal achei esse conteúdo fácil. Muito útil para organizar conteúdo programável..;Muito alto;Difícil;Muito alto;Difícil;0.0;0.525;0.0;0.0;0.0;0.525;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=YUeiAhpPMjQ;muito massa essa aula;Muito alto;Difícil;Muito alto;Difícil;0.0;0.5;0.0;0.0;0.0;0.5;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=YUeiAhpPMjQ;Vou acompanhar seu canal a partir de hoje  não para de trazer por favor;Muito alto;Difícil;Muito alto;Difícil;0.0;0.2625;0.0;0.0;0.0;0.2625;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;Pessoal  queria pedir desculpas pela qualidade da imagem da minha câmera. Infelizmente  eu estava com essa limitação  mas não queria deixar de gravar o vídeo dessa série para vocês. Porém  acredito que isso não comprometerá o seu aprendizado  e será corrigido nos próximos vídeos. Obrigado pela compreensão! ?;Médio;Muito fácil;Médio;Fácil;0.17083333333333334;0.43555555555555553;0.0;0.0;0.0;0.3616666666666667;MIXED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;muito bom!;Médio;Muito fácil;Médio;Fácil;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;A melhor explicação de FOR que encontrei no Youtube! Obrigado!;Médio;Muito fácil;Médio;Fácil;0.0;0.6770833333333334;0.0;0.0;0.0;0.6770833333333334;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;Perfeita essa aula  ganhou mais uma inscrita e ainda vou passar o link para os meus alunos darem uma estudada antes da prova... muito bom professor  nota 1000;Médio;Muito fácil;Médio;Fácil;0.0;0.9734375;0.0;0.0;0.0;0.9734375;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;x = 0while x == 0:    print( &#39LIKE&#39);Médio;Muito fácil;Médio;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;Qual sistema operacional ele usa?;Médio;Muito fácil;Médio;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;Ótimo vídeo!! Só queria acrescentar que achei muito básico  vc poderia fazer alguns exemplos mais complexos (só sugestão).;Médio;Muito fácil;Médio;Fácil;0.0;0.80625;0.0;0.0;0.0;0.80625;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;legal  muito bom.Além de numero menor que  -1  s digitar um float também elimina o lastro no caso do WHILE. (só para constar)Obrigado Walisson  muito boas suas aulas. Parabéns;Médio;Muito fácil;Médio;Fácil;0.0;0.8979166666666667;0.0;0.0;0.0;0.8979166666666667;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;a repetição for pode ser feita com o parâmetro de entrada decrescendo invés de crescendo?;Médio;Muito fácil;Médio;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;??????????;Médio;Muito fácil;Médio;Fácil;0.0;0.525;0.0;0.0;0.0;0.525;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=XinLASYOJE4;Usa o pycharm;Médio;Muito fácil;Médio;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Obrigado  comprei um de seus livros  ótima didática!;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Sensacional ;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Sinceramente  procurei vários cursos de Java só para entender herança  (Que já conheço em Kotlin) INCRÍVELcomo entrou fácil na mente  muito bem  mas  muito bem explicado  e simples. Gostei e já me inscrevi. Se você não existisse  tinha que ser inventada  Great  muito obrigado !!!;Médio;Fácil;Médio;Médio;0.0;0.65625;0.0;0.0;0.0;0.65625;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Você é demais ?;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Como herança é um dos assuntos mais importantes se herança é considerado uma má pratica?;Médio;Fácil;Médio;Médio;0.0;0.39375;0.0;0.0;0.0;0.39375;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Professora fiquei com uma dúvida.. É possível ao invés de herdar a classe e coloca-la como atributo da outra?Exemplo:classe Aluno{       private String notas       ...       private Pessoa pessoaRealmente fiquei confuso nessa parte.;Médio;Fácil;Médio;Médio;0.175;0.3675;0.0;0.35;0.0;0.0175;MIXED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Caramba que aula top!;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Muito bom  bem objetivo e claro.;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;deusa da programação!! sempre me salvando;Médio;Fácil;Médio;Médio;0.0;0.91875;0.0;0.0;0.0;0.91875;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Eu como pai de pet me ofendi no final do video ://// meu cachorro é gente tb;Médio;Fácil;Médio;Médio;0.25;0.15;0.0;0.0;0.5;-0.25;MIXED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Muito obrigado pelo vídeo;Médio;Fácil;Médio;Médio;0.0;0.25;0.0;0.0;0.0;0.25;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;muito top;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Show. Tava precisando dessa explicação;Médio;Fácil;Médio;Médio;0.21;0.6;0.21;0.0;0.21;0.39;MIXED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Loaine  muito obrigado. Suas aulas são demais!!;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Só passando pra agradecer de novo.;Médio;Fácil;Médio;Médio;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Parabéns;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Assisti várias aulas da utilização de herança com java  esse foi o melhor vídeo. Muito Obrigado professora s2;Médio;Fácil;Médio;Médio;0.0;0.34375;0.0;0.0;0.0;0.34375;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;te amo;Médio;Fácil;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Olá Loiane gosto muito das suas aulas  sempre muito bem explicadas  agora parece que tem um probleminha no áudio  pois parece que você está com um ventilador ligado e fica saindo um som de vento.;Médio;Fácil;Médio;Médio;0.145;0.45208333333333334;0.0;0.0;0.145;0.21041666666666667;MIXED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MOXLCjL4Ik4;Loiane agradeço de coração a aula  esta sendo mais didática que dentro da sala de aula.;Médio;Fácil;Médio;Médio;0.0;0.7875;0.0;0.0;0.0;0.7875;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;a Superclasse  é instanciada tbm?;Alto;Médio;Médio;Médio;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Loiane  parabéns pela excelente didática. Pretendo assistir essa playlist novamente para fixar ainda mais todo o conhecimento adquirido. Apenas um adendo  o título do vídeo menciona sobrecarga de método mas o tema abordado é sobrescrita  se eu estiver equivocada  peço perdão.;Alto;Médio;Médio;Médio;0.15;0.7166666666666667;0.0;0.15;0.15;0.6333333333333333;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Finalmente entendi esse tal de polimorfismo. Obrigada professora.;Alto;Médio;Médio;Médio;0.0;0.2625;0.0;0.0;0.0;0.2625;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Olha não sou de comentar em videos do youtube  muito raro  mas  tenho que dizer que sua aula foi muito boa  muito obrigado pela iniciativa  me ajudou demais  realmente consegui compreender melhor como funciona o Polimorfismo  está de parabéns pela didática  muito obrigado.;Alto;Médio;Médio;Médio;0.0;0.8575;0.0;0.0;0.0;0.8575;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Qual seria a diferença entre escrever: Pessoa aluno = new Aluno()eAluno aluno = new Aluno()?;Alto;Médio;Médio;Médio;0.0;0.2625;0.0;0.0;0.0;0.2625;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Eu estudo assim: Estudo um livro que comprei de Java e venho pra cá ver na prática. Depois treino com NetBeans;Alto;Médio;Médio;Médio;0.0;0.7875;0.0;0.0;0.0;0.7875;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;muito obrigado  tomara que este curso fique disponível por muito tempo.;Alto;Médio;Médio;Médio;0.0;0.525;0.0;0.0;0.0;0.525;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Olá Loiane!!! Eu já sou um programador com nível médio. Já consigo criar pequenos aplicatvos  quero começar a comercializa-los. Quero aprender as técnicas de bloqueio que são usadas nos anti-viros para mim poder: Bloquear quando a licença expira Dar acesso quando a licença expira.Resumindo:Quero ganhar apartir da renda destes mesmos  aplicativos.;Alto;Médio;Médio;Médio;0.2175;0.5222222222222223;0.0;0.2175;0.2175;0.4013888888888889;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Teria como adc .mais uma classe sendo ela agregação de algumas dessas já estão no codigo?;Alto;Médio;Médio;Médio;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Grato pela disponibilidade e interesse da Loiane em repassar seu conhecimento com tanta qualidade.Já me inscrevi até no Insta.;Alto;Médio;Médio;Médio;0.0;0.525;0.0;0.0;0.0;0.525;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;muito bomm! Parabéns;Alto;Médio;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Muito bom!;Alto;Médio;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Show;Alto;Médio;Médio;Médio;0.0;0.75;0.0;0.0;0.0;0.75;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Mulher incrível  parabéns!!;Alto;Médio;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Parabéns Loiane.!!! Só não entendi o porque o &quots += ...&quot. Não seria apenas &quots = ...&quot? Excelente explicação.;Alto;Médio;Médio;Médio;0.0;0.9625;0.0;0.0;0.0;0.9625;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Rafael Dennerson me indicou seu canal  muito bom!;Alto;Médio;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Como eu nunca te achei antes :´( MDS  Excelente aula  parabéns @.@.;Alto;Médio;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Ótimas aulas.;Alto;Médio;Médio;Médio;0.0;0.7875;0.0;0.0;0.0;0.7875;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;Excelente aula;Alto;Médio;Médio;Médio;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pMPlngyWHLM;suas aulas são muito boas! parabéns;Alto;Médio;Médio;Médio;0.0;0.9375;0.0;0.0;0.0;0.9375;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;Muito legal. Obrigado.;Baixo;Médio;Médio;Fácil;0.0;0.7875;0.0;0.0;0.0;0.7875;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;show de aula o curso pode ser ate antigo  mas ensinamento de cada aula é sempre valida  muito bom esse professor;Baixo;Médio;Médio;Fácil;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;??;Baixo;Médio;Médio;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;"<a href=""https://www.youtube.com/watch?v=PQzUj5Hd0jk&ampt=9m04s"">9:04</a>";Baixo;Médio;Médio;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;Não consigo baixar as pastas com os arquivos para contrução do site;Baixo;Médio;Médio;Fácil;0.525;0.0;0.0;0.0;0.0;-0.525;NEGATIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;Agora sei criar e formatar tabelas em HTML 5;Baixo;Médio;Médio;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;No código HTML  entre &quotEspecificações Técnicas&quot e a tabela surgiu uma letra &quott&quot !Já refiz essa parte do código  abri as propriedades pelo recurso de desenvolvedor  vejo o &quott&quot mas pelo código não o vejo ! Alguém passou por isso ??;Baixo;Médio;Médio;Fácil;0.0;0.46875;0.0;0.0;0.0;0.46875;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;Meu comando de &quotborder-spacing:&quot não deu certo  mais alguém?;Baixo;Médio;Médio;Fácil;0.525;0.0;0.0;0.0;0.0;-0.525;NEGATIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;valew;Baixo;Médio;Médio;Fácil;0.0;0.0;0.0;0.0;0.0;0.0;NEUTRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PQzUj5Hd0jk;top;Baixo;Médio;Médio;Fácil;0.0;1.0;0.0;0.0;0.0;1.0;POSITIVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
